,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
465,Posse,BR,-14.0931,-46.3694,75.7,25,5,5.55,clear sky
466,Kendari,ID,-3.945,122.4989,73.36,95,99,3.4,overcast clouds
467,Ulaanbaatar,MN,47.9077,106.8832,55.53,82,75,8.95,broken clouds
468,Kuremaa,EE,58.7353,26.5383,58.68,98,100,6.22,moderate rain
469,Malakal,SS,9.5334,31.6605,70.48,94,97,3.27,overcast clouds
470,Lorengau,PG,-2.0226,147.2712,81.79,76,36,3.18,scattered clouds
471,Camacha,PT,33.0833,-16.3333,70.54,73,75,14.97,broken clouds
472,Shahganj,IN,26.05,82.6833,82.06,83,87,12.44,very heavy rain
473,Namatanai,PG,-3.6667,152.4333,79.5,82,97,4.54,light rain
474,Swan Hill,AU,-35.3378,143.5544,50.09,57,52,7.56,broken clouds
475,Ballina,AU,-28.8667,153.5667,46.78,80,1,6.24,clear sky
476,Atambua,ID,-9.1061,124.8925,69.13,83,74,3.98,broken clouds
477,Hovd,MN,48.0056,91.6419,66.61,53,100,3.36,overcast clouds
478,Katobu,ID,-4.9408,122.5276,73.45,90,94,2.48,overcast clouds
479,Meulaboh,ID,4.1363,96.1285,76.66,86,100,1.88,overcast clouds
480,Noumea,NC,-22.2763,166.4572,70.0,99,11,16.8,few clouds
481,Gazanjyk,TM,39.2446,55.5154,83.98,22,8,4.5,clear sky
482,Novyy Urengoy,RU,66.0833,76.6333,48.7,85,14,7.07,few clouds
483,Ilulissat,GL,69.2167,-51.1,59.02,41,55,5.75,broken clouds
484,New Bern,US,35.1085,-77.0441,93.49,70,1,0.0,clear sky
485,Ketchikan,US,55.3422,-131.6461,72.07,64,1,8.05,clear sky
486,Mitsuke,JP,37.5333,138.9333,77.36,84,4,2.51,clear sky
487,Krasnovishersk,RU,60.4078,57.082,51.62,97,40,1.39,scattered clouds
488,Bambous Virieux,MU,-20.3428,57.7575,70.05,64,40,12.66,scattered clouds
489,Port Hawkesbury,CA,45.6169,-61.3485,68.59,99,90,5.01,moderate rain
490,Amahai,ID,-3.3333,128.9167,76.77,87,81,1.95,broken clouds
491,Sao Filipe,CV,14.8961,-24.4956,75.49,85,52,9.55,broken clouds
492,Tiznit,MA,29.5833,-9.5,82.38,41,16,3.36,few clouds
493,Marsh Harbour,BS,26.5412,-77.0636,85.17,66,13,10.98,few clouds
494,Neryungri,RU,56.6709,124.6491,47.73,92,73,3.67,broken clouds
495,Jiuquan,CN,39.7432,98.5174,76.35,19,0,7.63,clear sky
496,Bell Ville,AR,-32.6259,-62.6887,58.66,31,0,12.93,clear sky
497,Ontario,US,34.0633,-117.6509,108.03,28,40,3.0,scattered clouds
498,Savino,RU,56.5929,41.2181,62.58,94,21,2.95,light rain
499,Varca,IN,15.2167,73.9167,79.16,84,100,13.67,overcast clouds
500,Bull Savanna,JM,17.8868,-77.5902,83.19,69,10,20.0,light rain
501,Makakilo City,US,21.3469,-158.0858,82.72,57,40,12.66,scattered clouds
502,Kieta,PG,-6.2167,155.6333,80.1,84,44,5.06,scattered clouds
503,Roebourne,AU,-20.7833,117.1333,66.38,79,34,10.22,scattered clouds
504,Aligudarz,IR,33.4006,49.6949,73.47,31,71,5.06,broken clouds
505,Vidim,RU,56.4088,103.1106,54.3,97,0,0.67,clear sky
506,Codrington,AU,-38.2667,141.9667,50.92,73,38,14.85,scattered clouds
507,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,20,18.41,few clouds
508,Kyabe,TD,9.4515,18.9449,73.67,94,95,2.64,moderate rain
509,Bismarck,US,46.8083,-100.7837,86.86,43,75,4.0,smoke
510,Presidente Epitacio,BR,-21.7633,-52.1156,60.78,18,100,4.99,overcast clouds
511,Liuhe,CN,42.2401,125.7172,72.84,92,99,2.98,overcast clouds
512,Tanout,NE,14.9709,8.8879,89.44,45,37,6.8,scattered clouds
513,El Alto,PE,-4.2714,-81.2147,71.26,75,88,13.87,overcast clouds
514,Bani,DO,18.2833,-70.3333,87.75,64,6,14.18,clear sky
515,Rawson,AR,-43.3002,-65.1023,53.37,39,100,22.21,overcast clouds
516,Kismayo,SO,-0.3582,42.5454,75.43,77,90,17.07,overcast clouds
517,Yerbogachen,RU,61.2767,108.0108,53.87,63,6,5.68,clear sky
518,Aranos,NA,-24.1333,19.1167,52.86,25,0,10.67,clear sky
519,Bitkine,TD,11.9801,18.2138,78.28,81,99,4.12,moderate rain
520,Artyom,AZ,40.4723,50.333,77.14,66,1,10.69,clear sky
521,Lujan,AR,-34.5703,-59.105,58.91,55,0,8.99,clear sky
522,Sipe Sipe,BO,-17.45,-66.3833,70.29,40,24,7.11,few clouds
523,Tura,IN,25.5198,90.2201,74.62,99,100,4.76,moderate rain
524,Kristinehamn,SE,59.3098,14.1081,63.57,84,17,8.52,few clouds
525,Lasa,IT,46.6166,10.7002,71.51,87,60,2.68,broken clouds
526,Whitehorse,CA,60.7161,-135.0538,75.09,26,20,15.01,few clouds
527,Okhotsk,RU,59.3833,143.3,57.58,57,96,2.55,overcast clouds
528,Peachland,CA,49.7665,-119.7357,97.34,11,0,3.78,clear sky
529,Christchurch,NZ,-43.5333,172.6333,54.0,86,78,8.01,broken clouds
530,Bairiki,KI,1.3292,172.9752,84.2,74,40,5.75,light rain
531,Oxapampa,PE,-10.5775,-75.4017,59.94,90,99,3.29,overcast clouds
532,Udachnyy,RU,66.4167,112.4,63.93,44,0,5.03,clear sky
533,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,20,16.11,few clouds
534,Riyadh,SA,24.6877,46.7219,96.94,14,100,1.59,overcast clouds
535,Salalah,OM,17.0151,54.0924,77.09,94,90,10.36,overcast clouds
536,Kawalu,ID,-7.3817,108.2082,71.87,97,97,1.95,overcast clouds
537,Eregli,TR,37.5133,34.0467,72.61,41,0,9.57,clear sky
538,Cabedelo,BR,-6.9811,-34.8339,74.07,82,86,13.09,overcast clouds
539,Alpena,US,45.0617,-83.4327,71.92,40,1,5.75,clear sky
540,Penzance,GB,50.1186,-5.5371,60.01,87,33,19.62,scattered clouds
541,Khandyga,RU,62.6667,135.6,56.86,55,26,1.41,scattered clouds
542,Nalut,LY,30.3333,10.85,89.13,12,0,8.75,clear sky
543,Pimentel,PE,-6.8367,-79.9342,71.89,78,40,4.0,scattered clouds
544,Teguise,ES,29.0605,-13.564,68.22,78,20,21.85,few clouds
545,Krutikha,RU,53.9599,81.2093,54.19,66,63,3.04,broken clouds
546,Dwarka,IN,22.2394,68.9678,81.86,83,100,23.31,overcast clouds
547,Brae,GB,60.3964,-1.353,53.51,78,96,12.24,overcast clouds
548,Arlit,NE,18.7369,7.3853,101.05,16,6,14.34,clear sky
549,Calbuco,CL,-41.768,-73.1273,47.41,80,10,4.65,clear sky
550,Coihaique,CL,-45.5752,-72.0662,39.81,70,20,0.0,few clouds
551,Tromso,NO,69.6496,18.957,54.25,76,75,3.0,broken clouds
552,Severnoye,RU,56.3491,78.3619,57.33,73,100,10.87,overcast clouds
553,Mende,FR,44.6667,3.5,52.93,96,67,3.6,broken clouds
554,Tazmalt,DZ,36.3868,4.3989,90.64,27,100,4.65,overcast clouds
555,Davila,PH,18.4726,120.5763,81.59,86,100,24.32,light rain
556,Oranjestad,AW,12.524,-70.027,85.95,70,20,24.16,few clouds
557,Turukhansk,RU,65.8167,87.9833,54.57,90,97,8.32,overcast clouds
558,Sompeta,IN,18.9333,84.6,81.19,78,100,7.29,overcast clouds
559,Guerrero Negro,MX,27.9769,-114.0611,83.07,54,18,12.86,few clouds
560,Novo Aripuana,BR,-5.1206,-60.3797,90.12,37,3,1.39,clear sky
561,Mastic Beach,US,40.7668,-72.8521,84.16,50,1,3.0,clear sky
562,Oriximina,BR,-1.7656,-55.8661,74.32,95,98,6.64,moderate rain
563,Margherita,IN,27.2833,95.6833,74.53,97,99,1.32,light rain
564,Eureka,US,40.8021,-124.1637,75.13,72,69,8.01,broken clouds
565,El Carmen,CO,8.5106,-73.4478,80.76,71,59,1.97,broken clouds
566,Hokitika,NZ,-42.7167,170.9667,51.69,81,100,3.62,overcast clouds
567,Elliot,ZA,-31.3333,27.85,46.94,28,20,6.26,few clouds
568,Buta,CD,2.7858,24.73,70.5,96,88,2.95,overcast clouds
569,Temir,KZ,49.1414,57.13,77.22,25,3,9.44,clear sky
570,Beyneu,KZ,45.3167,55.2,85.1,14,13,8.05,few clouds
571,Bogalusa,US,30.791,-89.8487,95.83,55,75,3.44,broken clouds
572,Cayenne,GF,4.9333,-52.3333,86.04,77,40,5.01,scattered clouds
573,Ilabaya,PE,-17.4208,-70.5133,68.4,43,42,7.0,scattered clouds
574,Beitbridge,ZW,-22.2167,30.0,58.15,69,1,7.67,clear sky
575,Jacqueville,CI,5.2052,-4.4146,78.71,87,53,9.84,broken clouds
576,Roma,US,43.2128,-75.4557,70.43,58,1,3.0,clear sky
577,Nawa,IN,27.0167,75.0,81.01,79,80,14.03,broken clouds
578,Vardo,NO,70.3705,31.1107,46.6,93,0,6.91,clear sky
579,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,87.64,27,100,0.87,overcast clouds
580,Henties Bay,NA,-22.116,14.2845,66.85,50,0,7.47,clear sky
581,Tautira,PF,-17.7333,-149.15,82.42,72,61,17.74,broken clouds
582,Udimskiy,RU,61.1417,45.9144,57.87,97,69,4.07,broken clouds
583,Safaga,EG,26.7292,33.9365,89.17,35,82,3.83,broken clouds
584,Sfantu Gheorghe,RO,45.8667,25.7833,73.27,79,0,2.04,clear sky
585,Champerico,GT,14.3,-91.9167,91.94,72,100,7.74,overcast clouds
586,Okha,RU,53.5739,142.9478,52.5,79,100,12.44,overcast clouds
587,Saint-Augustin,CA,51.226,-58.6502,62.4,66,100,20.65,overcast clouds
588,Odienne,CI,9.51,-7.5692,71.37,96,70,2.98,moderate rain
589,Sinnamary,GF,5.3833,-52.95,81.12,79,14,6.26,few clouds
590,Waingapu,ID,-9.6567,120.2641,72.18,83,12,6.06,few clouds
591,Palmerston,AU,-12.486,130.9833,74.88,95,96,4.61,fog
592,Saurimo,AO,-9.6608,20.3916,65.23,31,0,6.31,clear sky
593,Sarakhs,IR,36.5449,61.1577,73.54,28,0,2.3,clear sky
594,Ulladulla,AU,-35.35,150.4667,49.87,35,97,5.61,overcast clouds
595,Lubbenau,DE,51.8667,13.9667,66.15,64,3,4.65,clear sky
596,Ulaangom,MN,49.9811,92.0667,61.79,57,100,20.11,overcast clouds
597,Pisco,PE,-13.7,-76.2167,64.45,72,20,16.11,few clouds
598,Honiara,SB,-9.4333,159.95,79.63,83,76,2.53,broken clouds
599,Tucuman,AR,-26.8241,-65.2226,66.2,20,0,8.05,clear sky
600,Sabang,ID,5.8933,95.3214,82.62,74,99,23.96,overcast clouds
601,Chaohu,CN,31.6,117.8667,81.03,91,1,2.21,clear sky
602,Manggar,ID,-2.8833,108.2667,80.08,77,27,8.9,scattered clouds
603,Morgantown,US,39.6295,-79.9559,82.63,58,40,8.05,scattered clouds
604,Suoyarvi,RU,62.0833,32.35,54.86,83,88,4.97,overcast clouds
605,Sohag,EG,26.557,31.6948,89.46,21,72,6.2,broken clouds
606,Ngunguru,NZ,-35.6167,174.5,60.17,86,100,22.01,overcast clouds
607,Male,MV,4.1748,73.5089,82.11,72,88,6.73,overcast clouds
608,Orange,US,33.7,-117.7675,110.98,56,40,1.99,scattered clouds
609,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,60.17,25,10,5.64,clear sky
610,Taos,US,36.4072,-105.5731,82.0,34,1,15.99,clear sky
611,Saint Pete Beach,US,27.7253,-82.7412,92.28,63,75,1.99,broken clouds
612,Jega,NG,12.2175,4.3792,75.42,90,100,5.1,overcast clouds
613,Puerto Narino,CO,-3.7703,-70.3831,78.75,43,92,3.18,overcast clouds
614,Santa Lucia,ES,27.9117,-15.5407,65.77,73,20,32.21,few clouds
615,Tunceli,TR,39.1083,39.5471,85.06,48,3,7.99,clear sky
616,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,58,24,17.16,few clouds
617,Loikaw,MM,19.6742,97.2094,68.38,95,82,2.35,broken clouds
618,Ranong,TH,9.9658,98.6348,79.5,87,100,12.35,overcast clouds
619,Lima,PE,-12.0432,-77.0282,61.14,77,90,8.05,overcast clouds
620,Mkushi,ZM,-13.6202,29.3939,55.96,55,0,8.41,clear sky
621,Ghazipur,IN,25.5833,83.5667,80.78,85,100,13.69,overcast clouds
622,Ust-Nera,RU,64.5667,143.2,52.95,57,30,2.62,scattered clouds
623,Opuwo,NA,-18.0607,13.84,62.53,25,0,9.42,clear sky
624,Magomeni,TZ,-6.8,39.25,74.35,74,68,9.64,broken clouds
625,Popondetta,PG,-8.7537,148.2534,72.46,94,78,2.75,broken clouds
626,Sivaki,RU,52.6333,126.75,54.61,85,100,8.16,overcast clouds
627,Sovetskiy,RU,61.3614,63.5842,50.58,93,9,3.13,clear sky
628,Ust-Kuyga,RU,70.0167,135.6,63.82,43,78,4.07,broken clouds
629,Zhanaozen,KZ,43.3,52.8,79.95,34,0,6.51,clear sky
630,Luanda,AO,-8.8368,13.2343,71.6,83,0,3.44,clear sky
631,Shingu,JP,33.7333,135.9833,78.91,83,10,4.68,clear sky
632,Chirala,IN,15.8167,80.35,85.32,63,100,9.26,overcast clouds
633,Ashland,US,40.8167,-82.2665,77.67,59,41,11.18,scattered clouds
634,Zaysan,KZ,47.4667,84.8667,60.98,51,85,10.04,overcast clouds
635,Adjumani,UG,3.3779,31.7909,68.04,88,100,2.55,overcast clouds
636,Paslek,PL,54.0616,19.6593,64.56,60,8,7.54,clear sky
637,The Valley,AI,18.217,-63.0578,85.82,82,5,18.59,clear sky
638,Bousse,BF,12.6606,-1.8922,81.97,57,20,8.75,few clouds
639,Baicheng,CN,45.6167,122.8167,69.46,97,100,4.65,overcast clouds
640,Tayu,ID,-6.5397,111.0518,75.78,84,4,7.4,clear sky
641,Seymchan,RU,62.8833,152.4333,48.45,59,14,4.94,few clouds
642,Olga,RU,43.7444,135.2892,71.58,96,69,4.23,broken clouds
643,Nemuro,JP,43.3236,145.575,67.86,97,100,4.63,overcast clouds
644,Donegal,IE,54.65,-8.1167,55.74,96,66,4.63,broken clouds
645,Lewistown,US,40.5992,-77.5714,84.07,41,40,8.05,scattered clouds
646,Pandan,PH,14.0453,124.1694,82.89,79,100,11.97,overcast clouds
647,Vostok,RU,46.4856,135.8833,67.6,96,100,3.6,overcast clouds
648,Bud,US,39.447,-86.1758,82.42,40,3,9.6,clear sky
649,Buturlino,RU,55.5667,44.8974,64.99,98,100,3.62,overcast clouds
650,Jackson,US,42.4165,-122.8345,97.92,31,1,4.61,clear sky
651,Fort Thomas,US,39.0751,-84.4472,85.78,50,20,9.22,few clouds
652,Marathon,US,44.9,-89.7668,73.96,63,1,4.61,clear sky
653,Saint Anthony,US,45.0205,-93.218,82.54,54,20,1.01,haze
654,Talcahuano,CL,-36.7167,-73.1167,53.28,82,75,8.05,broken clouds
655,Inirida,CO,3.8653,-67.9239,79.02,81,47,3.62,scattered clouds
656,Lubango,AO,-14.9172,13.4925,58.21,27,100,5.48,overcast clouds
657,Batagay,RU,67.6333,134.6333,62.87,45,42,1.79,scattered clouds
658,Jiaonan,CN,35.8786,119.9753,75.22,90,0,5.32,light rain
659,Kabala,SL,9.5833,-11.55,70.18,98,100,6.91,moderate rain
660,Watford,GB,51.6553,-0.396,61.79,79,75,3.0,broken clouds
661,Nishihara,JP,26.1842,127.7558,81.68,89,20,4.61,few clouds
662,Pandan Niog,PH,6.2282,120.5631,82.56,81,99,7.34,overcast clouds
663,Port Shepstone,ZA,-30.7414,30.455,60.1,82,0,6.69,clear sky
664,Sortland,NO,68.6949,15.4162,53.55,93,100,10.29,overcast clouds
665,San Cristobal,VE,7.7669,-72.225,84.38,75,49,6.58,scattered clouds
666,Sardarshahr,IN,28.4333,74.4833,90.64,58,63,5.14,broken clouds
667,Westport,US,41.1415,-73.3579,84.09,48,1,1.01,clear sky
668,Kysyl-Syr,RU,63.8986,122.7617,58.82,54,15,2.28,few clouds
669,Pokhara,NP,28.2333,83.9833,73.24,97,100,0.87,overcast clouds
670,Dongsheng,CN,39.8161,109.9776,70.81,40,0,11.3,clear sky
671,Berlevag,NO,70.8578,29.0864,50.0,81,75,4.61,broken clouds
672,Maragogi,BR,-9.0122,-35.2225,74.82,84,49,8.93,scattered clouds
673,Smyrna,US,33.884,-84.5144,95.68,62,75,13.8,broken clouds
674,Tikapur,NP,28.5,81.1333,79.29,88,95,4.72,overcast clouds
675,Ammon,US,43.4696,-111.9666,88.95,37,40,5.75,scattered clouds
676,Lang Son,VN,21.8333,106.7333,79.2,90,100,2.95,overcast clouds
677,Verkhovyna,UA,48.1557,24.7911,61.93,84,0,4.16,clear sky
678,Zhaoqing,CN,23.0512,112.4597,83.82,96,68,1.5,broken clouds
679,Nevers,FR,46.9167,3.3333,59.72,74,9,3.02,clear sky
680,Cortez,US,37.3489,-108.5859,89.51,39,1,9.22,clear sky
681,Usakos,NA,-22.0,15.6,62.89,18,0,10.98,clear sky
682,Angoche,MZ,-16.2325,39.9086,72.27,79,44,9.35,scattered clouds
683,Lata,PT,40.1629,-8.3327,63.91,94,3,5.06,clear sky
684,North Bend,US,43.4065,-124.2243,78.93,88,1,19.57,clear sky
685,Belogorsk,RU,50.9158,128.4611,62.76,95,100,8.1,overcast clouds
686,Rantepao,ID,-2.9701,119.8978,66.76,98,81,1.79,broken clouds
687,Port Blair,IN,11.6667,92.75,81.84,83,88,16.71,overcast clouds
688,Lagarto,BR,-10.9172,-37.65,77.29,83,48,5.97,scattered clouds
689,Nizhniy Kuranakh,RU,58.8353,125.4869,47.5,92,34,5.03,scattered clouds
690,Tucumcari,US,35.1717,-103.725,94.95,26,40,12.66,scattered clouds
691,Te Anau,NZ,-45.4167,167.7167,44.94,95,100,3.85,overcast clouds
692,Zandvoort,NL,52.3749,4.5341,62.98,83,75,21.85,broken clouds
693,Beni,CD,0.5,29.4667,62.47,89,33,1.61,light rain
694,Linxia,CN,35.6003,103.2064,62.46,42,0,5.37,clear sky
695,Khandbari,NP,27.3747,87.2039,73.36,96,100,2.15,overcast clouds
696,Beringovskiy,RU,63.05,179.3167,42.67,71,99,16.58,overcast clouds
697,Brownwood,US,31.7093,-98.9912,102.29,30,30,11.03,scattered clouds
698,Omsukchan,RU,62.5333,155.8,41.95,76,93,6.26,overcast clouds
